Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.808	187782	330	10	482384	670159	399746	587502	0.0	3.370e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.882	173649	173	9	39381	213015	806914	980544	0.0	3.122e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.069	166661	1451	47	315769	482384	1080064	1246669	0.0	2.934e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.785	145407	278	13	777560	922938	1493992	1639391	0.0	2.608e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.861	127444	169	8	963741	1091182	393713	266276	0.0	2.290e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.628	95753	349	7	1349902	1445652	1274676	1370423	0.0	1.710e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.867	90148	101	4	1445651	1535795	238824	148693	0.0	1.620e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.736	87137	1056	18	222026	309151	984305	1071407	0.0	1.521e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.753	84667	195	7	1124003	1208668	1370507	1455160	0.0	1.517e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.714	79609	217	7	697953	777559	616338	695937	0.0	1.425e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.811	72492	133	4	1270643	1343130	67770	140261	0.0	1.301e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.671	64429	171	8	1535795	1600221	766430	702041	0.0	1.152e+05
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.613	39004	145	2	1	39001	766707	805707	0.0	69655
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.853	38768	56	1	925015	963781	1	38768	0.0	69653
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.731	37535	90	5	1208634	1246167	1455390	1492914	0.0	67222
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.621	26666	97	2	1097339	1124003	266535	239873	0.0	47629
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.838	23750	274	2	671328	695077	591542	615289	0.0	41579
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.515	15830	166	18	1254872	1270660	51869	67670	0.0	27470
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.412	12413	54	8	1638589	1650996	1261027	1248629	0.0	22038
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.473	6072	25	1	1650995	1657059	399747	393676	0.0	10808
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.473	6071	25	1	1650996	1657059	44865	38795	0.0	10807
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.473	6071	25	1	1650996	1657059	702040	695970	0.0	10807
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.209	5249	82	2	1344665	1349902	142359	147606	0.0	9045
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	96.293	5341	166	9	1246163	1251495	44863	50179	0.0	8728
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	97.706	2615	59	1	218248	220862	980539	983152	0.0	4442
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.133	2517	47	0	881520	884036	588884	591400	0.0	4328
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	100.000	2155	0	0	1657060	1659214	1267611	1265457	0.0	3887
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	89.678	2829	205	34	1658310	1661072	1264448	1261641	0.0	3711
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	97.564	1642	25	8	1661072	1662710	1273048	1274677	0.0	2759
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	89.421	1900	162	12	923122	925014	1639614	1641481	0.0	2502
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	93.118	1642	107	6	1661070	1662708	1271217	1272855	0.0	2431
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.841	1261	2	0	1662709	1663969	1270736	1269476	0.0	2266
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.098	1262	24	0	1662709	1663970	1268872	1267611	0.0	2168
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	94.670	1257	59	7	696619	697872	615096	616347	0.0	1941
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	72.788	3572	849	54	310567	314102	1073944	1077428	0.0	1928
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.808	1042	2	0	1663969	1665010	147643	148684	0.0	1871
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.808	1042	2	0	1663969	1665010	1492950	1493991	0.0	1871
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.713	1044	3	0	1663967	1665010	239875	238832	0.0	1870
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.043	1022	16	2	1129866	1130884	1371026	1372046	0.0	1748
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	94.675	1014	54	0	1665008	1666021	1264512	1263499	0.0	1586
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	94.592	1017	53	1	1665008	1666022	1247685	1246669	0.0	1584
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	92.571	1023	61	7	1124522	1125542	1376370	1377379	0.0	1485
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.634	819	2	1	1432471	1433288	1355310	1356128	0.0	1461
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.634	819	2	1	1430538	1431356	1357243	1358060	0.0	1461
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	84.434	1227	160	14	470034	471239	1235553	1236769	0.0	1317
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	86.345	952	105	2	1665062	1666013	1260615	1259689	0.0	1145
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	79.257	1292	222	12	1638664	1639927	1264780	1263507	0.0	1110
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	79.134	1294	222	12	1638664	1639927	1247953	1246678	0.0	1106
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	99.835	607	1	0	1666021	1666627	1269476	1268870	0.0	1091
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	91.643	718	43	7	1536317	1537024	745104	744394	0.0	1009
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	91.643	718	43	7	1557123	1557833	765910	765203	0.0	1009
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	77.180	1227	247	18	471262	472477	1234326	1235530	0.0	900
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	100.000	486	0	0	1666622	1667107	1270734	1271219	0.0	877
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	75.120	1254	240	26	469998	471217	1239671	1240886	0.0	803
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	74.485	1262	244	31	475378	476598	1234290	1235514	0.0	755
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.271	347	6	0	1667107	1667453	1247682	1248028	6.58e-169	600
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	98.271	347	6	0	1667107	1667453	1264509	1264855	6.58e-169	600
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	73.383	1082	253	21	307984	309046	1072471	1073536	3.41e-166	590
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	71.141	1192	303	16	184362	185538	950759	951924	4.73e-158	564
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	71.057	1192	304	16	183231	184396	951890	953066	5.77e-157	560
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	70.976	1168	296	24	803382	804529	230425	231569	9.15e-142	509
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	70.976	1168	296	24	1452906	1454050	1520962	1519815	9.15e-142	509
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	72.062	902	232	6	1657774	1658659	1261153	1260256	1.27e-133	482
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	81.128	514	90	4	1132699	1133210	1072970	1072462	1.55e-132	479
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	73.948	737	188	2	1638626	1639360	1266746	1266012	1.45e-126	459
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	74.055	767	166	14	471229	471984	1239671	1240415	6.17e-125	453
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	74.672	762	155	20	1658310	1659049	1247621	1246876	2.62e-123	449
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	81.897	464	77	4	309358	309817	1077644	1078104	9.16e-123	447
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	89.157	332	36	0	1665072	1665403	1266361	1266030	4.74e-120	437
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	78.685	502	100	3	307984	308480	1379696	1379197	1.55e-113	416
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	72.172	769	176	14	475378	476121	1235520	1236275	5.07e-107	394
Bacteria_S_1.merged.gb	Campylobacter_jejuni_subsp.NCTC_11168.gb	71.104	879	221	17	1659661	1660524	1248137	1247277	5.07e-107	394
